Topic1,Topic2,Topic3
0.459043515765693,0.107112147710874,0.433844336523433
0.0263477471448148,0.0289219365105561,0.944730316344629
0.318907407508234,0.0747933086002237,0.606299283891543
0.500747496779912,0.0903780076081968,0.408874495611891
0.0675279043982181,0.0197839942197724,0.912688101382009
0.858163725395175,0.0831362302224588,0.0587000443823662
0.923424625835312,0.0378273395939014,0.0387480345707864
0.796713929409817,0.022744625083211,0.180541445506972
0.696956236642182,0.10149587478319,0.201547888574628
0.0377014366453583,0.0130811273720794,0.949217435982562
0.512448982501762,0.147780048154418,0.33977096934382
0.286246623392769,0.0969713632828993,0.616782013324332
0.821750705944834,0.147683828825326,0.0305654652298397
0.0363762356878705,0.0181249333668014,0.945498830945328
0.0433260190701367,0.0520717645938107,0.904602216336053
0.434970633330385,0.161870812368908,0.403158554300707
0.0390465216462712,0.0223557722132594,0.938597706140469
0.9057800571604,0.0299190225035046,0.0643009203360954
0.0600433021020268,0.0184120998256587,0.921544598072315
0.208741645933656,0.153412094106474,0.63784625995987
0.277089221182255,0.05594407504406,0.666966703773685
0.852719749899064,0.0257415223697171,0.12153872773122
0.108533428759991,0.447901615553972,0.443564955686038
0.468379490519038,0.0956851442762434,0.435935365204719
